DATA_MANAGE_NO,DATA_TITLE_NM,THEME_NM,LWPRT_THEME_NM,CL_NM,LWPRT_CL_NM,SBJT_NM,MIDDL_SBJT_NM,SUMRY_CN,MAIN_THUMB_URL,CNTNTS_URL,CTPRVN_NM,SIGNGU_NM,ADDR,CTLSTT_LA,CTLSTT_LO,REGIST_DE,CORE_KWRD_CN,OPN_DE,media_type,REFINED_KWRD_CN,IS_STORY,media_subtype
10626,"자녀를 원하는 사람들의 기도처, 안양 삼막사 남녀근석",역사문화유산,한국의 석조문화,문화유산,조각,생활/민속 석조문화,입석/선바위/미륵바위,"성기숭배는 남녀의 생식기를 닮은 바위에 종교적 의미를 부여하여 숭배하는 민속신앙의 한 형태이다. 성기숭배의 형태는 남근숭배, 여근숭배, 남녀근숭배 등으로 나타난다. 성기숭배는 자녀기원과 자손의 행운을 기원하는 것과 마을의 풍농?평안, 해상의 안전?풍어를 기원하는데 목적이 있다. 삼막사 남녀근석은 신라 문무왕때 원효대사가 삼막사를 세우기 이전부터 신앙의 대상이었다. 삼막사 남녀근석에는 지금도 사월초파일과 칠월칠석이 되면 인근에서 사람들이 올라와 자녀출산과",https://minio.nculture.org/amsweb-opt/multimedia_assets/73/73274/71541/c/%EC%9E%90%EB%85%80%EB%A5%BC-%EC%9B%90%ED%95%98%EB%8A%94-%EC%82%AC%EB%9E%8C%EB%93%A4%EC%9D%98-%EA%B8%B0%EB%8F%84%EC%B2%98%EC%9D%B8-%EA%B2%BD%EA%B8%B0%EB%8F%84-%EC%95%88%EC%96%91%EC%8B,https://ncms.nculture.org/stonecraft/story/5180,경기도,안양시,경기 안양시 만안구 삼막로 478,37.43461184,126.9361391,20200709,"남녀근석, 성기숭배, 자녀기원, 민속신앙, 기자신앙, 안양 삼막사",20221230,image,민속/의례,N,image
10627,옥정지구 택지개발로 선돌근린공원으로 옮겨진 양주옥정리선돌,역사문화유산,한국의 석조문화,문화유산,조각,생활/민속 석조문화,입석/선바위/미륵바위,"양주옥정리선돌은 경기도 양주시 옥정동 616번지 선돌근린공원 내에 있다. 옥정동이라는 지명은 옥동리의 ’구슬 옥(玉)‘자와 냉정리의 ’우물 정(井)‘자에서 차용한 것이다. 옥정리 선돌은 옥정리 입구 구릉 하단부에 두 개의 선돌이 마주보고 있었다. 선돌은 납작한 사각형 돌에 끝이 뾰족한 기둥의 형태이다. 옥정리에는 옥정리 선돌 외에도 청동기 시대의 옥정리 지석묘, 원삼국 시대의 옥정리 유물산포지 2곳, 삼국시대의 옥정리 야철지와 독바위 보루성, 조선시대의",https://minio.nculture.org/amsweb-opt/3ds/167/84522/84522_thumbnail.jpg,https://ncms.nculture.org/stonecraft/story/5184,경기도,양주시,경기 양주시 옥정동 616,37.82143033,127.0811476,20200709,"지석묘, 유물산포지, 독바위보루, 한근수사당, 양주 옥정리, 선돌근린공원",20221230,image,불교/문화유산,N,image
10631,미군 레이더 기지로 운영되면서 없어진 철원 소이산 봉수,역사문화유산,한국의 관방문화,문화유산,건축유적,강원도 관방유적,봉수,"강원도 철원군 철원읍 사요리에 있는 소이산(324m) 정상에 봉수대가 있었다. 소이산 정상에 오르면 철원평야가 사방으로 넓게 퍼져 있으며, 대응봉수와 연락을 취하기에 가장 좋은 위치임을 알 수 있다. 소이산 봉수는 『세종실록지리지』에도 기록되어 있으며, 함경도로부터 서울까지 이어지는 내지봉수였다. 대응봉수는 북으로 토빙산 봉수(吐氷山烽燧)에 응하고 남으로 할미산 봉수에 응했다.",https://minio.nculture.org/amsweb-opt/3ds/127/84482/84482_thumbnail.jpg,https://ncms.nculture.org/fortress/story/5279,강원도,철원군,강원 철원군 철원읍 사요리 산 1,38.25507722,127.1879754,20200721,"소이산봉수, 백마고지, 노동당사, 미군레이더기지",20221230,image,,N,image
10634,이익의 학문과 사상을 담은 경남 밀양 성호선생문집 책판,역사문화유산,한국의 기록문화,문화유산,기타,경상도 대구 울산 부산의 기록문화,목재자료,1917년 경상남도 밀양시 부북면 퇴로리에서 성호 이익의 문집을 간행하기 위한 책판이 제작되었다. 성호 이익은 실용적인 학문을 주장한 조선 후기의 실학자이다. 성호선생문집은 1774년 70권으로 간행되었다. 1800년대에 재편되어 여러 차례 간행이 시도되었으나 거듭 실패를 겪다가 1917년에 50권으로 간행되었다. 성호선생문집책판은 밀양시립박물관에 소장되어 있다.,https://minio.nculture.org/amsweb-opt/multimedia_assets/6/72390/65400/c/이익-성호전집-목판_문화재청_제1유형-thumb.jpg,https://ncms.nculture.org/archival/story/5328,경상남도,밀양시,"경남 밀양시 밀양대공원로 100 밀양시립박물관,독립운동기념관",35.50296509,128.7593643,20200723,"성호, 이익, 성호선생문집, 퇴로리, 밀양시립박물관",20221230,image,,N,image
10636,조선시대 한양의 강우량을 측정하다. 서울 청계천 수표,역사문화유산,한국의 석조문화,문화유산,조각,생활/민속 석조문화,표석,"청계천은 조선시대에도 비가 적은 시기에는 건천이지만 우기에는 홍수가 날 정도로 유량의 차이가 큰 하천이었다. 청계천은 도성의 한가운데 위치했기 때문에, 청계천의 범람은 인근지역의 수몰과 인명피해로 이어졌다. 따라서 청계천의 유량을 측정하는 것이 중요한 일이었으며, 세종은 청계천 정비 과정에서 수표를 설치하여 수위를 측정하게 하였다. 오늘날 서울 청계천 수표는 세종대왕기념관에서 소장하고 있다. 원래는 수표동 수표교 옆에 설치되어 있었는데, 1960년에 장",https://minio.nculture.org/amsweb-opt/multimedia_assets/65/72449/65508/c/서울-청계천-수표_문화재청_제1유형-thumb.jpg,https://ncms.nculture.org/stonecraft/story/5482,서울특별시,동대문구,서울 동대문구 회기로 56 세종대왕기념관,37.59099289,127.0427032,20200806,"청계천, 수표교, 수표, 세종대왕기념관, 하천 범람 예방",20221230,image,역사/인물,N,image
10638,"우리 실정에 맞는 의학서, 인천 가천박물관 소장 향약제생집성방",역사문화유산,한국의 기록문화,문화유산,기타,경기 인천의 기록문화,종이자료,"인천 가천박물관에 소장되어 있는 『향약제생집성방』은 우리나라에서 구할 수 있는 약재로 질병을 치료하는 방법과 처방을 모아 간행한 의서이다. 기존의 향약 관련 의서를 대신하기 위해 조선시대 의료기관인 제생원에서 권중화, 김희선, 조준 등이 함께 편찬했다. 이후 세종 15년(1433)에 간행된 『향약집성방』에도 영향을 주었다. 현재 일부만 남아 있지만 고려시대부터 조선시대 의학의 발전 과정을 확인할 수 있는 중요한 기록물이라는 점에서 의미가 있다.",https://minio.nculture.org/amsweb-opt/multimedia_assets/105/72488/65597/c/향약제생집성방-본문_문화재청_제1유형-(1)-thumb.jpg,https://ncms.nculture.org/archival/story/5626,인천광역시,연수구,인천광역시 연수구 청량로102번길 40-9,37.41847997,126.6576026,20200816,"향약, 의서, 제생원, 향약집성방, 가천박물관",20221230,image,,N,image
10640,"캠프 스탠리의 기지촌, 경기도 의정부 고산동 뺏벌",생활문화,우리마을이야기,자연과 지리,마을경관,한국의 독특한 마을,,"한국전쟁 이후에 생겨난 마을 가운데 하나가 바로 미군 기지촌이다. 미군 부대가 주둔하는 근처에 생기는 마을로 일자리가 많고, 미군들의 봉급날에는 뿌려지는 돈도 많아 외지인들이 많이 유입된다. 의정부 고산동의 기지촌은 캠프 스탠리의 주둔으로 생겼는데, 배가 많이 나는 마을이라 뺏벌이라 불렸다. 현재 뺏벌은 미군부대가 이전하면서 쇠락해버렸지만, 개발 논의가 나오고 있고, 주민들은 그 개발 논의에서 배제되지 않기를 바라고 있다.",https://minio.nculture.org/amsweb-opt/multimedia_assets/91/72770/68550/c/의정부-뺏벌-(1)-thumb.jpg,https://ncms.nculture.org/story-of-our-hometown/story/5724,경기도,의정부시,경기도 의정부시 고산동 산 116-1,37.71610763,127.0986532,20200821,"주한미군, 기지촌, 캠프 스탠리, 고산동 뺏벌",20221230,image,,N,image
10645,임진왜란 때 정기룡 장군이 혈전을 벌인 경남 사천의 사천읍성,역사문화유산,한국의 관방문화,문화유산,건축유적,경상남도 관방유적,성곽,"경상남도 사천시 사천읍 선인리와 정의리 일부, 수양공원 일대에 사천읍성이 있다. 사천읍성은 1442년에 왜구를 막고, 백성을 보호하기 위해 병조참판 신인손이 왕의 명으로 쌓았다고 한다. 임진왜란 때 왜군에게 점령당하는 아픔도 있었지만, 당시 조명연합군의 선봉장이었던 정기룡 장군에 의해 탈환된 역사를 갖고 있다. 현재 수양공원에 있는 성벽 일부를 복원하여 사천의 역사와 문화가 살아 숨 쉬는 시민들의 휴식공간으로 활용하고 있다.",https://minio.nculture.org/amsweb-opt/multimedia_assets/121/72255/65083/c/사천읍성_문화재청_제1유형-(1)-thumb.jpg,https://ncms.nculture.org/fortress/story/5887,경상남도,사천시,경남 사천시 사천읍 선인리 580-2,35.08385401,128.0937331,20200828,"사천읍성, 사천 수양공원, 병조참판 신인손, 정기룡 장군, 선진리왜성, 사천조명군총",20221230,image,,N,image
10647,"고등어라고 다 같은 고등어가 아니에요, 통영 고등어회",생활문화,향토음식,생활과 민속,생활,지역 향토 음식,,"자반고등어 구이는 한국인의 식탁에 일상적으로 오르내리는 음식이다. 하지만 국민생선 고등어를 회를 먹거나 살아있는 상태로 본 기억은 희미할 것이다. 이는 고등어가 성질이 급한 생선이기 때문이다. 그러나 고등어는 활어회로 먹을 때 그 진가를 알 수 있는 생선이다. 이를 확인하고 싶다면 겨울철에 통영으로 가보자. 통영 근처의 욕지도에 고등어 양식장이 있고, 거기서 공수해오는 활고등어회를 맛볼 수 있다.",https://minio.nculture.org/amsweb-opt/multimedia_assets/245/85690/92653/c/%EA%B3%A0%EB%93%B1%EC%96%B4%ED%9A%8C-%282%29_rev-thumb.jpg,https://ncms.nculture.org/food/story/6029,경상남도,통영시,경상남도 통영시 중앙시장1길 12-8,34.84519013,128.4245641,20200904,"고등어, 고등어회, 통영",20221230,image,,N,image
10649,해녀들이 노를 저으며 부르는 제주 함덕마을의 「이여도사나소리」,생활문화,노동요,생활과 민속,민속,제주도 노동요,수산노동요,"제주특별자치도 제주시 조천읍 함덕리는 조천읍에서 가구 수 및 인구수가 가장 많은 리이다. 한때 제주도 최대의 멸치어장이 형성되던 곳이었다. 이곳 해녀들이 소라·전복·해삼·멍게·성게 등의 해산물 채취를 위해 바다로 나갈 때 노를 저으며 부르는 노래가 「이여도사나소리」이다. 이 노래의 가창방식은 마을 및 제보자에 따라 차이가 있으나, 노랫말은 크게 다르지 않다. 살림의 어려움, 가족 간의 갈등을 이야기하다 용왕이나 서낭에게 물질 잘 되게 해달라고 마무리하는",https://minio.nculture.org/amsweb-opt/multimedia_assets/203/73138/70568/c/%EB%85%B8%EB%8F%99%EC%9A%94_%EC%A0%9C%EC%A3%BC%EB%8F%84-%ED%95%B4%EB%85%80-%EB%85%B8%EB%9E%98-thumb.jpg,https://ncms.nculture.org/labour-song/story/6067,제주특별자치도,제주시,제주특별자치도 제주시 조천읍 함덕리 831-3,33.53108294,126.6666955,20200904,"해녀, 이여도사나소리, 제주 함덕마을, 노젓는소리",20221230,image,노동/민요,N,image
6111,그림 - 한강을 따라 올라오는 적군을 감시하는 서울 홍련봉1~2보루,역사문화유산,한국의 관방문화,문화유산,건축유적,서울 관방유적,보루,"홍련봉은 땅콩 모양으로 가운데가 잘록하고 양쪽으로 작은 봉우리를 이루고 있다. 해발 125.1m의 남쪽 봉우리에 1보루가 있고, 해발 126.3m의 북쪽 봉우리에 2보루가 있다. 두 보루 사이는 약 150m 정도 떨어져 있다. 홍련봉보루에 오르면 송파구와 강동구 일대가 한눈에 들어온다. 그곳에는 한강과 풍납토성과 몽촌토성이 있다. 이 때문에 한강을 거슬러 오는 적을 관측할 수 있어 미리 전쟁에 대비하기 좋은 위치를 점하고 있다. 홍련봉보루 뒤로는 아차산",https://minio.nculture.org/amsweb-opt/multimedia_assets/160/72295/65160/c/홍련봉보루_문화재청_제1유형-(2)-thumb.jpg,https://ncms.nculture.org/fortress/story/6111,서울특별시,광진구,서울 광진구 광장동 381-65,37.55100815,127.0990208,20200908,"홍련봉, 홍련봉보루, 서울, 아차산",20230330,image,,N,image
6149,그림 - 전형적인 안동지역의 사대부가옥인 안동 학암종택,생활문화,한국의 가옥,생활과 민속,생활,경상도의 가옥,반가(양반집),"경상북도 안동시 풍산읍 오미리에 위치한 조선 중종대의 청백리 허백당(虛白堂)의 12대손인 학암(鶴巖) 김중휴(金重休, 1797~1863)가 분가하면서 지은 건물이다. 김중휴가 제릉참봉을 지냈기에 ‘참봉댁’이라고도 부른다. 안동지역에 보편적인 형태인 ㅁ자형 몸채로 ㄱ자형 안채를 중심으로 정면 하단에 ?자형 사랑채와 일자형 중간채에 연접해 있다. 안채 우측에는 4칸 규모의 곳간채가 있어 이 집의 경제적 부유함을 느낄 수 있다. 조선후기로 오면 사랑채 공간이",https://minio.nculture.org/amsweb-opt/multimedia_assets/63/85758/93046/c/안동-학암종택-(1)_rev-thumb.jpg,https://ncms.nculture.org/house/story/6149,경상북도,안동시,경상북도 안동시 풍산읍 오미리 248,36.59755216,128.5222435,20200908,"안동시,양반집,ㅁ자형구조,학암,김중휴,학암종택,참봉택",20230330,image,전통가옥,N,image
6482,그림 - 부산과 남포동 건어물 시장의 이야기를 담은 B.4291,생활문화,우리마을이야기,자연과 지리,마을경관,부산 마을 산책,,"부산 중구 남포동 건어물 도매시장에 있는 복합문화공간. 본래 건물은 1958년 건립된 수협 건어물 위판장이었다. 세월이 흘러 수협 위판장이 신축 자갈치 위판장 건물로 이전함에 따라 건물만 남게 되었고, 2019년 도시재생 프로젝트가 추진됨에 따라 남겨진 옛 건물의 외형을 살린 복합문화공간으로 재탄생했다. 소포장 된 건어물과 건어물을 모티프로 한 소품 등을 판매하며, 전시회나 제품설명회, 플리마켓 등도 열리고 있다.",https://minio.nculture.org/amsweb-opt/multimedia_assets/179/72563/65829/c/3-6.-%EB%B6%80%EC%82%B0-%EB%82%A8%ED%95%AD%EC%9D%84-%EC%A1%B0%EB%A7%9D%ED%95%A0-%EC%88%98-%EC%9E%88%EB%8A%94-2%EC%B8%B5-%EC%B9%B4%ED%8E%98-%EC%85%80-%EB%A1%9C%EC%8A%A4%ED%84%B0%EC%8,https://ncms.nculture.org/story-of-our-hometown/story/6482,부산광역시,중구,부산 중구 용미길10번길 1,35.09683833,129.0347275,20201005,"수산시장, 복합문화공간, 부산 남포동, B.4291",20230330,image,생활/문화,N,image
6539,그림 - 마을 입구와 중앙에 8기가 서 있는 경남 사천의 가산리 석장승,역사문화유산,한국의 석조문화,문화유산,조각,생활/민속 석조문화,석장승,"가산리 석장승은 경상남도 사천시 축동면 가산리에 세워져 있다. 가산리 마을에서는 가산리석장승을 ‘석장승’, ‘벅수’, ‘신장’, ‘수위신장’, ‘수호장승’ 이라고 부른다. 가산리 석장승은 모두 8기이며,  마을 입구 삼거리 양쪽에 남장승과 여장승이 각각 2기, 마을 중앙 당수나무 밑에 남장승과 여장승이 각각 2기가 세워져 있다. 당산제는 매년 정월 보름날 아침에 지내며, 당산제를 마치면 마을 중앙에 있는 장승에 장승제를 지내고, 다음으로 마을 입구에 있",https://minio.nculture.org/amsweb-opt/3ds/192/84547/84547_thumbnail.jpg,https://ncms.nculture.org/stonecraft/story/6539,경상남도,사천시,경상남도 사천시 축동면 가산리 626-1,35.08772584,128.042708,20201006,"당산제, 장승제, 조창, 가산창, 사천 가산리",20230330,image,,N,image
6589,그림 - 녹지 부족한 영통의 쉼터 수원어린이교통공원,생활문화,우리마을이야기,자연과 지리,마을경관,경기도 마을 산책,,"수원 영통에 위치한 수원어린이교통공원은 어린이 전용공원이면서 교통안전 교육의 장이기도 하다. 수원 영통의 경우 도시 개발로 아파트단지가 많다 보니 녹지가 부족한 편인데 어린이가 안전하게 놀 수 있어 부모와 아이들에게 모두 소중한 공간이다. 최근 수원어린이교통공원의 개발이슈는 도심의 주거지와 공용공간의 가치, 그리고 이를 대하는 공동체의 자세에 대해 생각하게 만든다.",https://minio.nculture.org/amsweb-opt/multimedia_assets/203/72587/65994/c/수원어린이교통공원-교육센터-thumb.jpg,https://ncms.nculture.org/story-of-our-hometown/story/6589,경기도,수원시,경기도 수원시 영통구 영통동 981-4,37.24540114,127.0638284,20201012,"수원 영통, 수원어린이교통공원",20230330,image,,N,image
6590,그림 - 자연의 미학을 그대로 담은 제주도 본태박물관,생활문화,우리마을이야기,자연과 지리,마을경관,제주도 마을 산책,,"제주도 본태박물관은 세계적인 건축가 안도 타다오가 설계한 건물로, 건물 자체로도 하나의 예술 작품과 같아 보러 갈 가치가 충분하다. 또 본태 박물관에는 세계적 설치 미술가 쿠사마 야요이의 상설전을 비롯해 다양한 전시회가 열린다. 이곳이 특별한 다른 이유는 현대미술품 전시와 더불어 설립자가 30년간 정성스레 수집한 전통공예 전시를 병행한다는 점이다. 제주도 방문 시에 꼭 추천하고 싶은 곳이다.",https://minio.nculture.org/amsweb-opt/multimedia_assets/204/72588/66000/c/%EB%B3%B8%ED%83%9C%EB%B0%95%EB%AC%BC%EA%B4%80-%EC%A0%84%EA%B2%BD2-thumb.jpg,https://ncms.nculture.org/story-of-our-hometown/story/6590,제주특별자치도,서귀포시,제주 서귀포시 안덕면 산록남로762번길 69,33.30395481,126.3925683,20201012,"현대미술, 본태박물관, 전통공예, 안도 타다오",20230330,image,예술/공예,N,image
